"path","size_bytes","sha256"
"code/scripts/271_sync_stkg_v2_entity_type_hierarchy.py","4093","B856BEB14A28D4F9D3241CC6E1DBF13A7F07FE0DFD1EB21B8C46796DE7A33C5F"
"code/scripts/272_audit_stkg_v2_spatial_model_contraindications.py","10073","DFCD4181E9053C1870641D50C2A1A9799791D380CD95B289D7E59193D1B9F0E9"
"code/scripts/273_resolve_stkg_v2_strict_same_name_consensus.py","8572","056C5E5003458D2C59BD7279917734032FE8DBD724F603B7B6B3EEF9023C62B9"
"code/scripts/274_resolve_stkg_v2_strict_structure.py","11149","4B87C377295ED7AC0ACD330D94ABC07EFFB2517E0653ADDEABB777869E283DC0"
"code/scripts/275_prepare_stkg_v2_name_cluster_reviews.py","7915","D7BBBF19A574C368B9987DD30F4D5758E93E9805DC35787885CC0EC8914846A6"
"code/scripts/276_qwen_adjudicate_one_stkg_v2_name_cluster.py","22643","56118245384A414EBC59ED773047C7606A5DD0B92040D4A04CC6CE274CB249FE"
"code/scripts/277_reset_stkg_v2_name_cluster_reviews_for_social_group.py","4474","31DEE16A26AB148F4B97807B66024DD5DCA7660D5B63734B8EA90054DB9F6E05"
"code/scripts/278_remediate_stkg_v2_name_cluster_guard_violations.py","10336","05C15A8FEF76B1199A232D098F28D27D7EA4A478B03193EF27419324F94156CD"
"code/scripts/279_close_stkg_v2_global_structure_constraints.py","13903","2708E8947E37A65B93C83E4C27C33A13CE1C00369222DF9E080BE8AEDA710AE1"
"code/scripts/280_close_stkg_v2_relation_and_name_consensus.py","17322","9CC75764CF0770A32129296D9FA43B8194C7A179F21DA2800B409CE6B188F201"
"code/scripts/281_close_stkg_v2_unresolved_semantics.py","17319","10CAD123781F462E58227029B86714FB67F72082745F071C2E0FF0C75E254A52"
"code/scripts/282_close_stkg_v2_event_time_semantics.py","16675","6E5B6025A2F788C8EECADE2A91242FDADFD0D791625453757211449C0D85E2DF"
"code/scripts/283_close_stkg_v2_canonical_identity_and_space.py","26961","DA59CE70E791D6FE4E41C77C6D487C9804FD7D42ABAFA0636AA2A28EE50535A2"
"code/scripts/284_materialize_stkg_v2_research_base.py","34508","C04DFB82DADB996AC1FA62086C6EF670899C7FC89CCC3CB2ED429780973E165E"
"code/scripts/285_build_stkg_v2_event_culture.py","32532","FA9421EA6230D36DBEC7896DCFBECEE60EC6663D4D00FD5CA2946B5FC06AF48A"
"code/scripts/286_build_stkg_v2_evolution.py","43966","6799902DFF3E76662C32C2EC3460C2B8221574422444953EE68681BC094A77C7"
"code/scripts/287_export_stkg_v2_neo4j.py","35749","CA86A096A9BC0D5282B50E6B26EFE8DFDF962361080C64F92D54051145619D57"
"code/scripts/288_verify_stkg_v2_neo4j.py","12168","846F8C8BA48D0F5945A9DAAE9923B4794FB6ED3350A0576D4802C721FEB87EFB"
"code/scripts/289_enrich_stkg_v2_creative_media.py","21156","3E69701950139657C8002E0583C96CCDBE434327E4423F9DF0001B67519E9FB2"
"code/scripts/290_materialize_stkg_v2_final.py","12379","E90A974DB21BFD21CD91222104FE786B59A56AF79DBD7095351C4419CE131164"
"code/scripts/291_import_stkg_v2_neo4j.py","14614","A2C55B58316DADB38E594C08346AFD4FE6CD8393FA544F5CFF9FCD3888C76396"
"code/scripts/292_run_stkg_v2_competency_queries.py","7627","A2723C15904176ECC820592EC405F8E36A9D56D871B3FD125993BEB634439077"
"code/scripts/293_audit_stkg_v2_full.py","21044","7282935352CBFBCAC9360AA7CA1FB666156339E5B775DB1ACCA8E2F3878E9E67"
"code/scripts/294_publish_stkg_v2.py","11979","3FC95AB7D27DC9C2FA80162C6D1C39802DE3989E0528C432062D74647D05E703"
"code/stkg_ui_v2/app.py","12764","30B2DFA1EE77144ECA049F9FA793F9ADF32E990D89965A01A6B5BA852380E4AC"
"code/stkg_ui_v2/static/app.js","9603","E2922890BEAD84509DA435A5AA7A4B787140D7FB43C93A035BC143F970DAA755"
"code/stkg_ui_v2/static/index.html","3602","E6D1B94809AE4C69A395817A57C435BB29EFF6E9B85B96CBA09E08057FD4B956"
"code/stkg_ui_v2/static/styles.css","7586","1F4CFAF894944F4FAA8460918E10605D228F79B12A7850D5966EABCEF3836F7B"
"code/stkg_ui_v2/static/vendor/CYTOSCAPE_LICENSE.txt","1082","EB319C6E6F233607F71E8E2F450391751883CFC0EEB3CA7EF574C13D1D9C2203"
"code/stkg_ui_v2/static/vendor/cytoscape.min.js","435328","9C2A3BF2592E0B14A1F7BEC07C03A54F16DEDF32AF9CD0AF155C716AA6C87BC3"
"code/stkg_ui_v2/static/vendor/LUCIDE_LICENSE.txt","3208","B495047BD93A9B06913511076F504DABA17D5BBEB3E0650F3BB53A4220329C57"
"code/stkg_ui_v2/static/vendor/icons/home.svg","458","F6EE757DF9D8859B2031DD6165E40EA83EB560C2B726E124EB67282EC8DF9943"
"code/stkg_ui_v2/static/vendor/icons/maximize-2.svg","390","01956982ABEBB3E1C481B7772C3152028E910CD43C1ACEF721AD4BB8FD0BC5E9"
"code/stkg_ui_v2/static/vendor/icons/rotate-ccw.svg","378","B63AD4FD12E4FD7F3C457D96DFAEBCD20C51D2DDF881DAC60C4D68AED85FD9D8"
"code/stkg_ui_v2/static/vendor/icons/search.svg","352","928A578D91FE334A388D4F4249C3A7BC16BF2CC00D96968CE14431C9F2DB62A2"
"code/tests/test_stkg_v2_canonical_identity_space.py","1532","9A0C5D69A4E71CF8FCFA452D45A33E36FF9956CB8F9649D4867CCF058D9944A8"
"code/tests/test_stkg_v2_classifier_review_queue.py","4005","D987EF219D49EAD76AC95B52314D1A2012BB596B6F0DEE204EBC3F94A799E9EB"
"code/tests/test_stkg_v2_classifier_same_type.py","751","18436B2B6D69E83465D3115A900577779085CCB77CDD51433809FC0E8083E2E5"
"code/tests/test_stkg_v2_competency_queries.py","2108","107EA927FF67D1249CAFBCAB131CE8D93EB89531306F9847FFE66B8DD0B8840E"
"code/tests/test_stkg_v2_creative_media.py","3118","ABB8E4230697A301A0A80E0EDEE4539D65845D6EAF1660474E539E3A53FB4E0D"
"code/tests/test_stkg_v2_cultural_site_materialization.py","754","67E73D96AFB4AD055BDC1B9A359BE11FB6DC8D19BADDD54818E21D4C8E1367C6"
"code/tests/test_stkg_v2_entity_classifier.py","1298","910405FA0F0D92A955E2390F5DA956A028A1B3A5DAE885C7916BAE31007FDCD3"
"code/tests/test_stkg_v2_entity_type_hierarchy_sync.py","1072","5D6A3CFE0C84C7DAF84A4370E0FE3E8623AA6ABE5BA7508780C6A6E640BE1BF2"
"code/tests/test_stkg_v2_event_culture.py","1864","79E1A86440C3D138440742776F9BBFC4BA6DB25C844696B181964A25D8FC69F9"
"code/tests/test_stkg_v2_event_time_semantic_closure.py","4871","871DF4C3381DC720088D24E0E1BC5257D2DEE76346BFC3A2A15241627ADE032F"
"code/tests/test_stkg_v2_evolution.py","2116","278C87A5ECDA298E71A82AD63535CD1212FD9AC973C8B56ECA05E9814155DC46"
"code/tests/test_stkg_v2_final_materialization.py","2888","753E276F9CA69EAAC8BB3736FEA8996449DA7786AAC57A8146050569FC3479BA"
"code/tests/test_stkg_v2_full_audit.py","1276","D03F81BE895BCB81B4AB8B9EFC64A9DFC24E1DE612B6EE70D27A50A6B88E144A"
"code/tests/test_stkg_v2_global_structure_closure.py","3086","9C62AD19751110F3C9EACBB266B977DE20A7AD1FDE67E30F26C3A6452BFD97EF"
"code/tests/test_stkg_v2_identity_ambiguity.py","1436","B279107422ECA1278574B87256D60D4FD1690355D9F4297253FE0A4A45A2AFA7"
"code/tests/test_stkg_v2_identity_conflict_status_repair.py","1764","0B77902BBABC96A739E1EBDA6F2EBA4C7927AC1063443AAA2CEF095D79CDDF6B"
"code/tests/test_stkg_v2_model_second_review_queue.py","3194","03169F1C992D4DF4306C71328522470434C6291F1B2EC772D5EAC778B02A934E"
"code/tests/test_stkg_v2_name_cluster_guard_remediation.py","2398","2398C9A8609B94E351E75293D6F4DC73A1B0757BF2A91BF3BEFA3FABDE27A9C0"
"code/tests/test_stkg_v2_name_cluster_reviews.py","15262","257083552DD7D7A383E1DD3B56CE1ED9D59034985DAE5072531D4C803ED11B67"
"code/tests/test_stkg_v2_neo4j_export.py","2053","29D4AC6C838EB6C8A661850C8BD0A933D4D0521B1E4C98428F42D4945FBE24E5"
"code/tests/test_stkg_v2_neo4j_import.py","1924","6E23B2D6F83AE201FBB5932E10F62B415750EB88F933112893769D9D7A390240"
"code/tests/test_stkg_v2_neo4j_verification.py","2414","14830D759CD4AE9D646BD1D7237990CCCCC87F8644344FA08DF63C1C8216065E"
"code/tests/test_stkg_v2_qwen_adjudication.py","5862","B0AA1C482114058F41776AF76C138F05962C701DBB0C65FE2EE688A7AB0094DB"
"code/tests/test_stkg_v2_qwen_pool.py","4601","6B6F87494B05A1CA000A5F64EADD896F8068BBB70FD55FB2200D3CC7AA352945"
"code/tests/test_stkg_v2_relation_name_consensus_closure.py","3173","07EBDBCAD044ECAFF8C3E21FF2B6DE3C89E870AD249BD57FEE6497C5CB588FF2"
"code/tests/test_stkg_v2_release_publish.py","1117","03AF496B85B7327E301CBE8FB89771BE4B563220F885498BFDD18926BD98E7B9"
"code/tests/test_stkg_v2_research_base.py","3495","B4A575F59926EFC7ECB5DB3536861498293535AD67385BBDA82A7058CB77BF24"
"code/tests/test_stkg_v2_semantic_initialization.py","4624","4E415C0CCBD16B3B8B63890CD832D22B370E16B760992A38897A9BC5FC5055F5"
"code/tests/test_stkg_v2_semantic_query_indexes.py","1188","27711EB8BC8DB12D887746B0D62D6B0A4449A2EDF281BAC2DD61A9FE3731A635"
"code/tests/test_stkg_v2_semantics.py","11337","CDDE9F85A528760D914867DB7375867208C713F38522B485378F4F12C696F44A"
"code/tests/test_stkg_v2_spatial_anchors.py","5148","436B136EF808CAAC087D8C4D330E16753C09195D61CFF99E6E673D401B1ECCDB"
"code/tests/test_stkg_v2_spatial_model_contraindications.py","1919","59389804926B27CCE2372DF9880191A7AF8BCCE06B4F2960F3334B7561981226"
"code/tests/test_stkg_v2_spatial_reference_entities.py","2268","CA7043B92083FB97D2A15ED9A9BA5535A03EA946C7C76A6A29A73E4900A72161"
"code/tests/test_stkg_v2_strict_place_descriptors.py","2004","2C7A74F479513F04A6DCE6E08DF4AF295A0A2AA5F76DFD15DBBCB0462E8F1B76"
"code/tests/test_stkg_v2_strict_same_name_consensus.py","1775","6D9D464659F8A6A3E64964461173FBB9D3B1B5AD63C4EC851B329F44735202FE"
"code/tests/test_stkg_v2_strict_structure_resolution.py","3724","FACFE8A4DDF0803860F4607481ED7E2B0DB3F53D369F22B071F3A80BA15DADD2"
"code/tests/test_stkg_v2_subtype_closure.py","1975","4145C1C91644FB6C813350868C6584117DEE3EC41CAA4E6CD9EC095A8722C9EC"
"code/tests/test_stkg_v2_ui.py","2075","E47B2FB66BF48DC80280989F22C0DAB7F51C4B481AB52D4FDB20684A389634C1"
"code/tests/test_stkg_v2_unresolved_semantic_closure.py","5424","8B795EFA1849CCD5082FD2270778AFB48210BC7795B3F3089310EEC24F772E63"
"data/graph_export/neo4j_import_args.txt","228","597DF005F10026A9935E6CAE7C44E13FC82BAED6426E5B8D3F19264893BE63EA"
"data/graph_export/nodes.csv","854299588","1155838B569955884FDFF9C29EC57C1C2AA13A54DF39948A7FDC6480073887D8"
"data/graph_export/relationships.csv","607668531","30C88BEA6EB9EC29C5E2D092A74AB9C3DDC41F4A9355FAC83CE82EA99BB0695B"
"data/release_databases/red_culture_stkg_final_v2.sqlite","1187962880","A199D736B9EC436B3D5F244E874718604B6C84955A505F31F90A3E28C51A9EE7"
"data/release_databases/red_culture_stkg_semantic_v2.sqlite","1094549504","FBFB6529335E1C838270C63EEE53C92A568C2B075354F7AD5F9D5815B88BB377"
"data/release_databases/stkg_v2_creative_media_enrichment.sqlite","1990656","FDE1F05B01709520A334DD88A58DE6E501F36D2D0A182675516098B122A1D13F"
"data/source_data/master_data.csv","147136380","6CE4F7F3341E3350DD69A37F1A058D54F4E767C1E48CCCDC56EBFDE92D7DC5F4"
"data/source_data/stkg_v2_entity_classifier.joblib","17492249","81C16B3B37F79CB8F6FEC342178A9721FEBC716F6CA8CFDC1733A0670AEC26D6"
"data/source_data/stkg_v2_entity_classifier.sqlite","4112384","0343BA31BA2404C1F1F8BA7EEF8CA9083D7670CFE06AF875BE67C7C4E7A80B7F"
"documents/STKG_LITERATURE_ANALYSIS.md","23911","C44CC5D5F0010709CE9490A143FBAEBD9538F0F3B28D777A74B5A7F4E518995D"
"documents/STKG_V2_DATA_DICTIONARY.md","13203","CF067EAE4C0CA36F029FE6FD422A107F15A67BAEA355999D938FA83C2CDEE6B9"
"documents/STKG_V2_FINAL_RESEARCH_REPORT.md","15464","257D7DF6F0C0EBB2FD23BA594C2D7A9BD9F1C5B861B0A0EF70AD8FE1D3EB3032"
"documents/STKG_V2_SEMANTIC_REPAIR_RESEARCH_PLAN.md","17660","FE799C4BB1C3F2A0E5FF9469DF51134AC50B1E6FE75437BA0DAE72E9FCE77DD2"
"manuscript/20240820130736_NewsFile_39.pdf","371812","DA1576D7A5FE7D75A858E1E9E8926A582FCEB95EB6ADF83FF305CCE7A73F7D84"
"manuscript/20240820130803_NewsFile_37.pdf","193733","1CAA14A3580E7B7D70A8BA5CFACEA02041899AA2900D587B376A0F1739893107"
"manuscript/20240820130820_NewsFile_88.pdf","245153","FFEFD12046A59CFF698651FC8F1C73703B608BC3C86BCE35DA79CA2EE420EED1"
"manuscript/20240820131146_NewsFile_17.pdf","181455","A2119F64CF3E09C50CAA2F19149465B75C4E12D058B390D7382344FCCCC23B19"
"manuscript/20240820131214_NewsFile_68.pdf","113208","B448AF97E632066E5E5975EBEBE1D48FB6DD73C13C6E5403FA0B1472F5CFD29F"
"manuscript/20241126104113_NewsFile_13.doc","79872","721DFADA3A066413BAA6DCA20BB08688CC9F7C90860396A0B3E9FEB541234240"
"manuscript/数据分析与知识发现投稿指南.txt","2567","04A251538779F8348D3B70737EFBA26394DC1CCC3548A918395DF6A4B6E2B5D5"
"manuscript/选择性预测与结构准入协同的时空知识图谱构建方法——以长江流域中共党史文献为例.docx","1352045","4387BD32C8C46EA9B94A22736A4D72EFC77052D1E7C9DC408AFEC863CD5AF2E2"
"metadata/CURRENT_RELEASE.json","2913","7647F125DC88A3BCAC0DE9F1F742631F103FE704B0B5957E20174D17C5E0CE72"
"metadata/README.md","1821","A329DED5A10B247F6718AB8CBCF0EBBF9EBBA9B5FE08C810A25A275A467097DB"
"metadata/release_manifest.json","28909","1C5831E0A99193F45EC61CF878778FF13A65329DDB9CB45032E1D457FADD068E"
"queries/cq_v2/cq01_stage_form_distribution.sql","603","140A2E3147FDC65C3693F0CBEB5D87F3E90295282D9CA5FEDE713F94BB901782"
"queries/cq_v2/cq02_province_stage_forms.sql","364","6D890B977DA289E6727E3B753A14ACDB1A15B6200C803B81765F8E16F30BC80B"
"queries/cq_v2/cq03_basin_stage_forms.sql","534","C17CFD9716674F99E19649DE720F627CC97EED82E2C74FAB3D4290676F32E3E8"
"queries/cq_v2/cq04_observation_tier_balance.sql","430","C9E1D41A60A103AA9F4BD76274B23D403EAED28C1EC810B919EBBBFB4C59BB51"
"queries/cq_v2/cq05_event_time_coverage.sql","369","E52CBEC5B78272F125E6132B9B33B6BFD97637160ACB7D3E60769150968E902F"
"queries/cq_v2/cq06_trusted_event_hubs.sql","912","D79E1FB2835228C762DCD9EE1B84B7100F378A0D8EDBB2C696D0A934035579E7"
"queries/cq_v2/cq07_person_event_timeline.sql","387","9149427CD1CA909E04E2785B0979EDEC2DD48CC8C83EDD53D0AC78653E43F645"
"queries/cq_v2/cq08_organization_event_regions.sql","466","8575133D81B22D78D5930CF8D6F5710966665BEAA3D367B2E87EB91A451F520E"
"queries/cq_v2/cq09_place_event_timeline.sql","424","F6D90340476026FD48723C7948074C1D9FC581C8C247FB8927F4D7FA513F33BC"
"queries/cq_v2/cq10_culture_state_trajectory.sql","434","EB04D0B5DF25B172EA7F7B0D69705020085862FD310D06C3881042D08CB32F40"
"queries/cq_v2/cq11_published_transitions.sql","502","57B56FEF68C83F405EA3A37168288BEF55BBD7D35AAFC67A3EB30583D3606472"
"queries/cq_v2/cq12_transition_candidate_gates.sql","385","87CA78A6112D49E0257C2EF7377FF47B71ADF6B71CB3A35C0793F07D9219870C"
"queries/cq_v2/cq13_event_materialization.sql","948","0C3FDD6922E6DA1737B92E21437B13FB946335DB08B68ED7B0BF35452EFCF3E6"
"queries/cq_v2/cq14_spirit_value_facets.sql","163","C88788FEB896331821FE55A0C12D1EF416E0C85B09304D1A38919D7E88284E39"
"queries/cq_v2/cq15_spirit_manifestations.sql","693","2E70EE3CBAD718FF084D47C0D9F75614B7295EEF86370D762718D21A53A0CB80"
"queries/cq_v2/cq16_value_persistence.sql","537","E4EDC9A0E3D2C4C991F2C247F341987D4BBC9FEAEE2837580A105960086DC921"
"queries/cq_v2/cq17_creative_media_composition.sql","419","D505EDEA760A576634759B890E57F58396629FDEEFF5860C598342F9C13FD8D7"
"queries/cq_v2/cq18_creative_work_spacetime.sql","435","539077A0042E5C7C0A51662B3BCC9EF6E4E40C98E117D1B19E821AA66918C9E7"
"queries/cq_v2/cq19_provenance_coverage.sql","435","E48CBC4B4AB0AC56116B17AA4ECDA34FF6B200DA9BBFDE8DDBB4DC04A49EF804"
"queries/cq_v2/cq20_assertion_tiers.sql","389","74DD98A872DE21B43BC8FFBEF456E6F119FF6999EA1633F5EBC4F9E582F733B9"
"queries/cq_v2/cq21_time_roles.sql","353","BDA29C13F85641701B6BE9E8776A972D662FCD62D1EDDBA1B1C944C048E9DBC8"
"queries/cq_v2/cq22_space_roles.sql","383","96B1C98F8B25EC512B635A90EB7811F32C03300A98E6FF4EC6E7DD84235D2EBB"
"queries/cq_v2/cq23_entity_type_quality.sql","316","EDB8FE22C93E25330B8F8D311B13120D844826D21BED271C3AE7C233CA1DA10D"
"queries/cq_v2/cq24_identity_integration.sql","273","30A7F1CC2590589DCD6BE84E704B1A674E81038B28C76C0A16A54779B0499CF5"
"queries/cq_v2/cq25_first_observed_states.sql","358","9CD2C1E61535F41DA6715855D1B7F0E8EC31AB8134D92105C0BD337033223F58"
"queries/cq_v2/cq26_quality_boundaries.sql","595","5DE8C2D85500E9870EB4AD49F4FBD88C53834D294152ED5B524423F48C72B4B8"
"schema/competency_query_contract_v2.yaml","4896","0A8BE723850C9A686228FD2816E923582C29742F516785906B6CA8AD612C1896"
"schema/competency_questions_v2.md","3426","90E39D23EEF5DE15E9FB9385EAA3EFF6339FEC984B542DCE45D50DAC6873C47E"
"schema/culture_form_mapping_v1.yaml","6414","3DE51822E3D834105FD170FA82B26BE96E94186D75C2E486EA24845A80C124FD"
"schema/event_role_mapping_v1.yaml","4599","9921DC47D44DBACBA1C4BF5F8BDB2762F7E89CE1B7C3D554DC03958F9148385D"
"schema/evolution_rules_v1.yaml","2640","71347B85CB5B9EDA1FCD772B2A67ADA2D5DAB1AD85AB8FF5EA1FDA4DBFC5AA88"
"schema/stkg_schema_v1.yaml","5765","7827EAED75CDE5D71461AB14B5C25A39DC4D982F3AAA017D09D2A005E086D48E"
