事件ID,事件名,关联对象,对象类型,谓词,角色码,角色类别
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,二渡赤水,Event,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,水田寨,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,左权,Person,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,抗日民族统一战线,Event,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,何长工,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,刘伯坚,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,遵义城,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,邓振询,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,欧阳钦,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,曹菊如,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,四渡赤水,Event,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,黔北苏维埃,Spirit,originated_from_event,originated_spirit,culture_semantics
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,"惩前毖后,治病救人",Spirit,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红二方面军,Organization,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,欧阳钦,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红一军团,Organization,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,邓小平,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,董振堂,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,刘伯坚,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,二、六军团,Organization,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,董必武,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,林彪,Person,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红一军团,Organization,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,鸡鸣三省,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,黄开湘,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,遵义会议精神,Spirit,originated_from_event,originated_spirit,culture_semantics
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红一方面军,Organization,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,黔北根据地,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,毛泽东,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,王集成,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,四川(川东),Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,黄开湘,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,彭绍辉,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,綦江县,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,张启龙,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红二方面军,Organization,organized,organizer,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,夏曦,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,张际春,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,毛泽东,Person,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,鸡鸣三省,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,肖华,Person,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,懋功会师,Event,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,肖华,Person,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,王建安,Person,supported,supporter,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,中共中央,Organization,organized,organizer,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,李维汉,Person,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,金沙,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,谢正发,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红一军团,Organization,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,李维汉,Person,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,张闻天,Person,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,张闻天,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,瑞金,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,抗日战争,Event,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,郭滴人,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,王集成,Person,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,赤水河,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,贵州省遵义市,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,周恩来,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,谢正发,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,毛泽东,Person,led,leader,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,张际春,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红九军团,Organization,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,王稼祥,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红军,Organization,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红四方面军,Organization,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,朱德,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,张启龙,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,曹菊如,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,张闻天,Person,responsible_for,responsible_actor,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,杨尚昆,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,林伯渠,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,中央红军,Organization,organized,organizer,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,郭滴人,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,粟裕,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,黔北,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,聂荣臻,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,川黔地区,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,中共贵州省工作委员会,Organization,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,欧阳钦,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,刘伯承,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,瑞金,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红六军团,Organization,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红一军团,Organization,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红一方面军,Organization,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红四方面军,Organization,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,宋任穷,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,任弼时,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,粟裕,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,贵州省遵义市,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,川黔边地区,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,关向应,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,谭政,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,贵州遵义,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,何克全,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,整风运动,Event,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,甘棠,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,李富春,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,聂荣臻,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红二方面军,Organization,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,中央红军,Organization,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,四渡赤水,Event,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,中央红军长征,Event,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,李富春,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,志,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红九军团,Organization,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,李桂英,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,贵州省,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,孔宪权,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,李富春,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,许建国,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,鸡鸣三省村,Place,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,彭绍辉,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,朱瑞,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,周恩来,Person,supported,supporter,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,中国工农红军总政治部,Organization,led,leader,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,周恩来,Person,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,谢维俊,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,罗梓铭,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,红九军团,Organization,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,毛泽东,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,李维汉,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,王集成,Person,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,彭德怀,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,邓振询,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,罗明,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,毛泽东思想,Spirit,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,钱壮飞,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,杜海臣,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,张际春,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,刘伯承,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,毛泽东,Person,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,王集成,Person,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,李桂英,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,兴国,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,湘鄂川黔根据地,Place,influenced,influenced_target,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,董必武,Person,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,毕节草原艺术研究社,Organization,influenced,influencing_entity,influence_context
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,关向应,Person,participated_in,participant,actor
IENT-3c4d7ce58ed96cffe11028e4,遵义会议,陈赓,Person,participated_in,participant,actor
