事件ID,事件名,关联对象,对象类型,谓词,角色码,角色类别
IENT-6d8f289e9708d99f48395dac,南昌起义,特立,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,叶挺,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,何挺颖,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周逸群,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,方志敏,Person,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,徐成章,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,苏兆征,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李硕勋,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,曹汝谦,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,南昌,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,段玉林,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,季振同,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,宋庆龄,Person,supported,supporter,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张太雷,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,王尔琢,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周建屏,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,辛焕文,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,共青团荣昌县委员会,Organization,supported,supporter,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,钱瑛,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,林彪,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,廖乾五,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,杨石魂,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周振汉,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺锦斋,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,孙幼凤,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,恽代英,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,夏征农,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈毅,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,罗炳辉,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,赵醒农,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺锦斋,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐全直,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,叶挺独立团,Organization,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,熊寿祺,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,恽代英,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张自旗,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,秦光远,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,聂荣臻,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,朱克靖,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,侯镜如,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,万安,AdministrativeRegion,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,弋横农民运动,Event,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,刘伯坚,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,毛觉民,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,叶挺,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,郭沫若,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张国焘,Person,opposed,opponent,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,九江,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,九江地区,Place,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,方志敏,Person,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,颜昌颐,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭遨,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,罗亦农,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江西,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,贺龙,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈潭秋,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,胡德珍,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李载浦,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,九江,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,周恩来,Person,organized,organizer,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,党史文献,Document,documents,documenting_source,documentary
IENT-6d8f289e9708d99f48395dac,南昌起义,何长工,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周士第,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,赣东,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,辛焕文,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐全直,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,卢德铭,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,黄逸峰,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,章伯钧,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,王一飞,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,唐克,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,卢生生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,胡毓秀,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,蔡协民,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,长江流域,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,恽代英,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,罗石冰,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,熊雄,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,唐克,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江西大旅社,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,叶贺军队,Organization,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,宜黄,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,王一飞,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,萧云鹄,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,江西,AdministrativeRegion,influenced,influenced_target,influence_context
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,黄道,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,黄道,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,欧阳洛,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,陈赓,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,陈赓,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,毛泽东,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,汪佑春,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,邹芳,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,肖克,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,周建屏,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,革命军十一军二十四师教导团,Organization,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,李明铨,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,卢冬生,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,蔡协民,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,李光庭,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,李明铨,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,柴水香,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,冯任,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,周恩来,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,杨匏安,Person,supported,supporter,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,王平章,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,王平章,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,毛泽东,Person,led,leader,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,周锡麟,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,彭湃,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,钟铸钧,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,井冈山,Place,influenced,influenced_target,influence_context
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,欧阳洛,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,曾延生,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,江西,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,杨匏安,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,柳直荀,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,邓振询,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,彭干臣,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,周建屏,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,周锡麟,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,革命军十一军二十四师教导团,Organization,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,卢冬生,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,汪佑春,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,柴水香,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,贺龙,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,曾延生,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,南昌,Place,occurred_at,occurrence_place,place
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,徐明高,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,彭干臣,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,钟铸钧,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,张云逸,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,卢冬生,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,张云逸,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,吴玉章,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,萧云鹄,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,贺龙,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,吴玉章,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,周恩来,Person,led,leader,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,南昌,Place,occurred_at,occurrence_place,place
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,杨匏安,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,邓振询,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,周恩来,Person,led,leader,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,肖克,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,柳直荀,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,周恩来,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,江西,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,曾延生,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,王平章,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,江西,AdministrativeRegion,influenced,influenced_target,influence_context
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,杨匏安,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,牛行车站,Place,occurred_at,occurrence_place,place
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,蔡协民,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,邹芳,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,毛泽东,Person,led,leader,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,冯任,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,柴水香,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,欧阳洛,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,陈赓,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,彭湃,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,毛泽东,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,柴水香,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,徐明高,Person,participated_in,participant,actor
IENT-32512664d0fa0172ef8c55e9,八一南昌起义,李光庭,Person,participated_in,participant,actor
IENT-89a9f3af3b84b556becc654c,江西南昌起义,唐达初,Person,participated_in,participant,actor
